분과,중단원,아티클,문항 번호,난이도,퀴즈 유형,문제,정답 1,정답 2,보기 1,보기 2,보기 3,보기 4,보기 5,보기 6,예문,정답해설
,,,5,상,직접 입력,빈칸에 들어갈 알맞은 말을 쓰세요.,아산화질소,,,,,,,,일부 농업 활동이 질소순환을 가속하면서 대기 중 농도가 꾸준히 높아지고 있는 기체가 있다. 이산화 탄소보다 훨씬 강한 온실 효과를 내는 이 기체를 _____(이)라고 한다.,"질소는 대기의 약 78퍼센트를 차지하지만 대부분의 생물은 그대로 쓰지 못해요. 특정 박테리아와 번개만이 질소를 암모늄이나 질산염으로 고정해 주죠. 아산화질소는 이산화 탄소보다 약 270~300배 강한 온실 가스여서, 질소순환이 빨라지면 기후에도 영향을 준답니다."
,,,6,중,사지선다 (복수),빙권이 기후에 미치는 영향으로 옳은 것을 모두 고르세요.,1,3,"얼음은 태양빛의 대부분을 반사하지만, 드러난 해수면은 같은 빛의 대부분을 흡수한다.",빙하가 녹아 지표면이 드러나면 태양 복사 에너지의 반사가 흡수보다 우세해진다.,해빙이 줄어들수록 빙권이 해양과 열을 주고받는 완충 기능도 약해진다.,빙권은 화산 폭발처럼 짧은 시간에 큰 변화를 일으킬 때만 기후에 영향을 준다.,,,-,"얼음은 태양빛의 최대 약 80~90퍼센트를 반사하지만, 드러난 해수면은 같은 빛의 약 90퍼센트를 흡수해요. 그래서 빙하가 녹을수록 지표면에서는 반사보다 흡수가 우세해지고 온난화가 더 빨라지죠. 빙권은 해양과 열을 주고받는 완충재이기도 해서, 빙권이 줄어들면 기후 변동성도 커진답니다."
,,,7,중-상,순서배열,다음 문장은 극지방에서 심층 해수가 만들어지는 과정을 설명한 것입니다. 원인과 결과가 자연스럽게 이어지도록 문장을 배열하세요.,나-라-가-다,,주변으로 빠져나온 염분이 해수의 밀도를 높인다.,극지방의 해수가 복사 냉각으로 열을 잃어 얼어붙는다.,밀도가 커진 해수가 깊은 바다로 가라앉아 심층 해수를 이룬다.,해빙이 만들어지는 과정에서 염분이 주변 해수로 빠져나온다.,,,-,바닷물이 얼 때 염분은 얼음에 들어가지 못하고 주변 바닷물로 빠져나와요. 그래서 극지방의 표층 해수는 차갑고 염분이 높아져 밀도가 아주 커지죠. 무거워진 해수가 가라앉아 만들어진 심층 해수는 수백 년에서 수천 년에 걸쳐 전 세계 해양을 돈답니다.
지구환경,6-3) 지구 내부와 판구조,A. 고체지구의 물성,1,하,인라인,지구의 핵을 두 층으로 나누어 설명한 문장입니다. 빈칸에 들어갈 말을 고르세요.,2,1,맨틀/외핵/지각,내핵/지각/맨틀,,,,,"지구의 핵은 바깥쪽과 안쪽으로 나뉜다. 바깥쪽 [1]에서는 철과 니켈이 액체 상태로 흐르고, 가장 안쪽 [2]에서는 같은 금속이 강한 압력을 받아 고체 상태를 유지한다.","지구의 핵은 액체인 바깥쪽과 고체인 안쪽으로 나뉘어요. 외핵은 액체 철과 니켈의 합금으로 두께가 약 2,200킬로미터, 내핵은 강한 압력에 굳어진 고체로 반지름이 약 1,200킬로미터로 추산돼요. 같은 금속이라도 압력 조건이 다르면 상태가 달라진답니다."
,,,2,하,OX,맨틀은 액체 상태이기 때문에 아주 느린 속도로 흐를 수 있다.,X,,O,X,,,,,-,맨틀은 액체가 아니라 고체예요. 다만 수천만 년이 넘는 긴 시간 척도에서 보면 점성이 매우 높은 유체처럼 천천히 흐른답니다. 고체도 아주 오랜 시간 힘을 받으면 조금씩 변형될 수 있다는 점이 핵심이에요.
,,,3,중,사지선다 (단수),지구는 형성된 지 46억 년이 지난 지금도 내부에 막대한 열을 품고 있습니다. 이 열의 근원으로 옳은 것은 무엇인가요?,4,,태양에서 온 복사 에너지가 지표를 거쳐 내부에 쌓였다,중심부에서 일어나는 핵융합 반응이 지금도 열을 낸다,달과 태양의 조석력이 내부 물질을 계속 데우고 있다,행성 형성기의 충돌 잔열과 방사성 원소의 붕괴열이 쌓였다,,,-,"지구 내부의 열은 두 갈래에서 왔어요. 하나는 지구가 만들어질 때 미행성 충돌로 생긴 잔열이고, 다른 하나는 우라늄과 토륨 같은 방사성 원소가 붕괴하며 내는 열이에요. 이 열이 오랜 시간 쌓여 지구 중심부는 섭씨 약 5,000~6,000도로 추산된답니다."
,,,4,중-상,순서배열,다음 문장은 맨틀에서 일어나는 현상과 그 결과를 설명한 것입니다. 원인과 결과가 자연스럽게 이어지도록 문장을 배열하세요.,나-라-가-다,,맨틀 물질의 순환이 그 위에 놓인 암석권 판을 움직이는 원동력으로 작용한다,지구 내부에 남아 있는 열이 맨틀을 이루는 물질을 데운다,인도판과 유라시아판이 충돌한 자리에서 히말라야산맥이 솟아오른다,뜨거워진 맨틀 물질이 위로 올라가고 식어서 무거워진 물질은 아래로 가라앉는다,,,-,"맨틀 대류는 지구 내부에 남은 열에서 시작돼요. 데워져 가벼워진 물질이 올라가고 식어서 무거워진 물질이 내려오는 순환이 수억 년 주기로 이어지면서, 그 위의 판을 밀어 움직인답니다. 인도판이 유라시아판과 충돌해 만든 히말라야산맥이 지금도 조금씩 높아지는 것이 그 결과예요."
,,,5,상,직접 입력,빈칸에 들어갈 알맞은 말을 쓰세요.,연약권,,,,,,,,"지각과 맨틀 최상부를 합친 단단한 층 아래에는, 온도와 압력 조건 때문에 암석이 매우 천천히 흐를 수 있는 층이 있다. 단단한 판은 그 위를 서서히 미끄러지는데, 이 층을 ___(이)라고 한다.","지각과 맨틀 최상부를 합친 약 100킬로미터 두께의 단단한 층이 암석권이고, 그 아래에서 암석이 천천히 흐를 수 있는 층이 연약권이에요. 두 층의 물성 차이가 없었다면 판은 아예 움직이지 못했을 거예요."
,,,6,중,사지선다 (복수),지구 내부에 대한 설명으로 옳은 것을 모두 고르세요.,2,3,지각의 두께는 대륙보다 해양에서 더 두껍다,인류가 뚫은 가장 깊은 시추공도 지각을 통과하지 못했다,맨틀은 지구 전체 부피 가운데 가장 큰 몫을 차지한다,지구 내부의 층 구조는 시추로 캐낸 시료를 통해 밝혀졌다,,,-,"대륙 지각은 평균 약 35킬로미터, 해양 지각은 약 5~10킬로미터라 대륙 쪽이 훨씬 두꺼워요. 인류가 파낸 가장 깊은 구멍은 약 12킬로미터로 지구 반지름의 0.2퍼센트에도 미치지 못했답니다. 맨틀은 지구 전체 부피의 약 84퍼센트를 차지해요."
,,,7,중-상,순서배열,다음 문장은 지구 자기장이 만들어지는 과정과 그 역할을 설명한 것입니다. 원인과 결과가 자연스럽게 이어지도록 문장을 배열하세요.,다-나-가-라,,지구 자기장이 태양풍의 고에너지 입자를 다른 방향으로 휘게 한다,외핵에서 발생한 전류가 지구 전체를 감싸는 자기장을 형성한다,액체 상태의 외핵에서 철과 니켈이 대류하며 전류를 발생시킨다,지구의 대기가 우주로 빠져나가지 않고 그대로 유지된다,,,-,"외핵의 금속이 대류하면 발전기와 같은 원리로 전류가 흐르고, 그 전류가 지구 자기장을 만들어요. 이 자기장이 태양풍의 고에너지 입자를 휘게 해 대기를 지켜 준답니다. 자기장이 극히 약한 화성에서 대기 대부분이 우주로 빠져나간 것으로 여겨지는 이유예요."
지구환경,6-3) 지구 내부와 판구조,B. 화산: 지구 물질 순환의 통로,1,하,인라인,마그마의 종류에 따라 분출 방식이 달라집니다. 빈칸에 들어갈 말을 고르세요.,2,1,높고/낮고/일정하고,폭발적/점진적/규칙적,,,,,"현무암질 마그마는 규소 함량이 낮아 점성이 [1], 가스가 쉽게 빠져나가면서 용암이 흘러내리듯 조용하게 분출된다. 반면 유문암질 마그마는 점성이 매우 커서 내부에 가스가 갇히다가 [2](으)로 터진다.",규소가 적은 현무암질 마그마는 묽어서 가스가 술술 빠져나가요. 반대로 규소가 많은 유문암질 마그마는 끈적해 가스가 안에 갇히다가 한꺼번에 터지죠. 하와이의 조용한 용암류와 폭발형 분출의 차이가 여기서 갈려요.
,,,2,하,OX,하와이처럼 화산섬이 일렬로 늘어서는 것은 열점이 판을 따라 함께 움직이기 때문이다.,X,,O,X,,,,,-,열점은 맨틀 깊은 곳에 뿌리를 두고 대체로 한자리에 머물러요. 그 위를 판이 지나가기 때문에 화산섬이 줄지어 생기죠. 섬의 배열 방향과 나이 차이를 재면 판이 어느 쪽으로 얼마나 빨리 움직였는지도 계산할 수 있어요.
,,,3,중,사지선다 (단수),화강암은 결정이 크고 현무암은 결정이 작습니다. 두 암석의 결정 크기가 이렇게 달라진 까닭은 무엇인가요?,4,,화강암을 만든 마그마가 현무암을 만든 마그마보다 뜨거웠기 때문이다.,화강암이 바닷물에 잠긴 채 굳어 결정이 크게 자랐기 때문이다.,현무암이 오랜 풍화를 겪으며 결정이 잘게 부서졌기 때문이다.,"화강암은 지하에서 천천히, 현무암은 지표에서 빠르게 식었기 때문이다.",,,-,마그마가 식는 속도가 결정의 크기를 정해요. 지표에서 빠르게 식으면 결정이 자랄 틈이 없어 현무암 같은 분출암이 되죠. 지하 깊은 곳에서 수백만 년에 걸쳐 천천히 식으면 화강암처럼 결정이 큰 심성암이 돼요.
,,,4,중-상,순서배열,다음 문장은 수렴 경계에서 화산이 생기는 과정을 나타냅니다. 원인과 결과가 자연스럽게 이어지도록 배열하세요.,나-라-가-다,,물이 더해진 맨틀 암석이 더 낮은 온도에서 녹아 마그마가 된다,두 판이 만나는 곳에서 무거운 해양판이 아래로 가라앉는다,마그마가 지표까지 올라와 화산으로 분출된다,가라앉은 해양판에 들어 있던 물이 주변 맨틀로 빠져나간다,,,-,"수렴 경계의 마그마는 온도가 올라가서가 아니라 물이 더해져 생겨요. 가라앉는 해양판이 물을 맨틀로 돌려주면 암석의 용융점이 낮아져 녹기 시작하죠. 일본열도와 안데스산맥, 인도네시아 군도의 화산이 이런 과정으로 줄지어 서 있어요."
,,,5,상,직접 입력,빈칸에 들어갈 알맞은 말을 쓰세요.,맨틀 플룸,,,,,,,,판의 경계에서 멀리 떨어진 태평양 한가운데에도 화산섬이 줄지어 있다. 핵과 맨틀의 경계 근처에서 생겨나 수천 킬로미터를 천천히 올라오는 뜨거운 물질의 기둥을 __ __(이)라고 한다.,열점 아래에는 핵과 맨틀의 경계 부근에서 올라오는 뜨거운 기둥이 있어요. 이 기둥이 판 아래에 닿으면 경계에서 멀리 떨어진 판 한가운데에도 화산이 생기죠. 하와이 섬들이 대표적인 예예요.
,,,6,중,사지선다 (복수),화산 활동이 지구의 물질 순환에서 하는 역할로 옳은 것을 모두 고르세요.,1,3,화산 가스에 든 수증기와 이산화 탄소가 지구 초기 대기를 이루는 데 기여했다.,화성암이 풍화되면 인과 포타슘이 빠져나가 주변 토양이 척박해진다.,해저 열수분출공이 황화물과 금속 이온을 심해에 공급해 생태계를 떠받친다.,해령의 화산 활동은 오래된 해양 지각을 녹여 없애 바다의 넓이를 줄인다.,,,-,"화산은 사람에게는 재난이지만 지구에는 물질이 오가는 통로예요. 화산 가스는 초기 대기를 채웠고, 화성암이 풍화된 토양은 오히려 인과 포타슘이 풍부해 농지를 비옥하게 만들어요. 해저 열수분출공은 햇빛 없는 심해에서도 생명이 살아가게 해 주죠."
,,,7,중-상,순서배열,다음 문장은 1991년 필리핀 피나투보 화산이 폭발한 뒤 일어난 일을 나타냅니다. 원인과 결과가 자연스럽게 이어지도록 배열하세요.,나-가-라-다,,성층권에 올라간 이산화황이 황산 에어로졸로 변한다,폭발적인 분출로 화산 쇄설물과 이산화황이 대량 방출된다,지표가 받는 태양 에너지가 줄어 전 지구 평균 기온이 내려간다,황산 에어로졸이 태양 복사를 우주로 반사한다,,,-,화산재보다 오래 남는 것은 이산화황이 변한 황산 에어로졸이에요. 성층권에 퍼진 이 입자들이 햇빛을 우주로 되돌려 보내면서 전 지구 평균 기온이 섭씨 약 0.5도 내려간 것으로 추정돼요. 큰 분출 한 번이 한동안 기후를 바꿀 수 있다는 뜻이죠.
지구환경,6-3) 지구 내부와 판구조,C. 지진 및 지구물리,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
지구환경,6-4) 대기와 날씨,A. 지구와 대기,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
지구환경,6-4) 대기와 날씨,B. 대기의 순환,1,하,인라인,기온이 달라지면 공기의 밀도와 기압도 함께 변합니다. 빈칸에 알맞은 말을 고르세요.,2,1,저기압/고기압/용승,바람/제트류/전향력,,,,,기온이 낮아져 공기가 수축하면 밀도가 높아지면서 [1]이 발달한다. 기압이 서로 다른 두 지역 사이에서 공기가 이동하는 흐름을 [2](이)라고 한다.,"기온이 낮아지면 공기가 수축해 밀도와 기압이 높아지고, 이런 곳이 고기압이에요. 반대로 기온이 높아져 공기가 팽창하면 저기압이 되죠. 공기가 고기압에서 저기압 쪽으로 이동하는 흐름이 바로 바람이에요."
,,,2,하,OX,제트류는 남북 간의 온도 차이가 클수록 강해진다.,O,,O,X,,,,,-,제트류는 남북 간 온도 차이를 동력으로 삼는 강한 편서풍의 띠예요. 온도 차가 클수록 더 빠르게 흘러 최대 풍속이 시속 400킬로미터를 넘기도 해요. 그래서 북극이 따뜻해져 온도 차가 줄면 제트류가 달라질 수 있다는 논의가 이어지고 있어요.
,,,3,중,사지선다 (단수),"태풍은 북반구에서 반시계 방향으로, 남반구에서 시계 방향으로 회전합니다. 이러한 차이가 나타나는 까닭으로 알맞은 것을 고르세요.",4,,대륙과 해양의 가열 속도 차이가 반구마다 다르기 때문이다.,해들리 순환의 상승 기류가 반구마다 반대로 나타나기 때문이다.,남북 간 온도 차이가 커져 제트류가 반구마다 다르게 흐르기 때문이다.,지구 자전에 따른 전향력이 반구마다 반대로 작용하기 때문이다.,,,-,"전향력은 북반구에서 오른쪽, 남반구에서 왼쪽으로 공기를 휘게 해요. 그래서 저기압으로 모여드는 바람의 회전 방향이 반구마다 반대가 되죠. 태풍의 회전 방향도 같은 이유로 갈려요."
,,,4,중-상,순서배열,다음 문장은 위도 30도 부근에 큰 사막이 자리하는 이유를 설명한 것입니다. 설명의 흐름에 맞게 배열하세요.,나-라-가-다,,북위 약 30도 부근에서 공기가 하강하며 아열대 고압대가 형성된다.,적도 지방은 태양 복사 에너지를 많이 받아 공기가 뜨거워진다.,아열대 고압대 아래의 지표는 강수량이 적어 사막이 자리한다.,뜨거워진 적도 부근의 공기가 상승해 고위도 쪽으로 이동한다.,,,-,"적도에서 데워진 공기가 상승해 고위도로 이동하다가 위도 30도 부근에서 하강해요. 공기가 하강하는 이 위도대에 아열대 고압대가 형성되고, 그 아래 지표는 강수량이 적어요. 사하라와 아라비아, 오스트레일리아 중부의 사막이 모두 이 위도대에 자리해요."
,,,5,상,직접 입력,빈칸에 들어갈 알맞은 말을 쓰세요.,라니냐,,,,,,,,태평양의 무역풍과 동태평양의 용승이 평상시보다 강해지면 동태평양 해수면이 더욱 차가워진다. 엘니뇨와 번갈아 나타나는 이 차가운 국면을 ___(이)라고 한다.,라니냐는 엘니뇨와 반대되는 국면이에요. 무역풍과 동태평양의 용승이 평상시보다 강해져 바다 표면이 더 차가워지죠. 엘니뇨와 라니냐는 번갈아 나타나며 전 세계 기후 변동을 이끌어요.
,,,6,중,사지선다 (복수),지구 규모의 대기 순환에 대한 설명으로 옳은 것을 모두 고르세요.,2,3,지구의 대기 순환은 대류권을 벗어난 높은 곳에서만 일어난다.,적도와 극지방이 받는 태양 복사 에너지의 불균형이 순환을 일으킨다.,대류권에서 공기가 수평과 수직으로 순환하며 열을 재분배한다.,적도와 극지방의 기온 차이가 사라져야 대기 순환이 시작된다.,,,-,"적도는 태양 복사 에너지를 많이 받고 극지방은 적게 받아요. 이 불균형이 지구 규모의 대기 순환을 일으키고, 공기는 대류권 전체에서 수평과 수직으로 움직이며 열을 재분배해요. 기온 차이가 이어지는 한 순환도 계속돼요."
,,,7,중-상,순서배열,다음 문장은 여름에 바다에서 육지로 습한 바람이 부는 이유를 설명한 것입니다. 원인과 결과가 자연스럽게 이어지도록 배열하세요.,라-나-다-가,,아시아 남부와 동남아시아에 많은 여름 강수가 내려 농업을 뒷받침한다.,뜨거워진 대륙 위의 공기가 팽창하면서 기압이 낮아진다.,기압이 높은 해양에서 기압이 낮은 육지로 습한 공기가 이동한다.,여름에 대륙이 해양보다 빠르게 가열되어 온도가 높아진다.,,,-,같은 햇빛을 받아도 대륙은 바다보다 훨씬 빨리 데워져요. 대륙 위 공기가 팽창해 기압이 낮아지면 바다에서 육지로 습한 공기가 밀려오죠. 아시아 남부의 여름 강수가 수십억 인구의 농업을 뒷받침하는 이유예요.
지구환경,6-4) 대기와 날씨,C. 일기 분석과 예측,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
지구환경,6-5) 해양,A. 해저 지형과 자원,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
지구환경,6-5) 해양,B. 해양의 순환과 규칙적 리듬,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
지구환경,6-5) 해양,C. 해수의 성분과 탄소 및 산소 순환,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
지구환경,6-5) 해양,D. 해양의 생명과 생태계,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
지구환경,6-6) 지구의 진화,A. 지구의 기록,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
지구환경,6-6) 지구의 진화,B. 고기후와 고환경,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
화학,6-7) 용액의 화학,A. 용액의 성질,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
화학,6-7) 용액의 화학,B. 용액이 촉발하는 변화,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
화학,6-7) 용액의 화학,C. 콜로이드,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
화학,6-7) 용액의 화학,D. 수용액 평형,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
