분과,중단원,아티클,문항 번호,난이도,퀴즈 유형,문제,정답 1,정답 2,보기 1,보기 2,보기 3,보기 4,보기 5,보기 6,예문,정답해설
,,,6,중,사지선다 (복수),열기관의 효율 한계와 열역학 제3법칙에 대한 설명으로 옳은 것을 모두 고르세요.,1,3,열기관의 최대 효율은 뜨거운 열원과 차가운 열원의 절대 온도로 정해진다.,열기관을 정교하게 설계하면 차가운 열원으로 빠져나가는 열을 없앨 수 있다.,완전한 결정은 절대 영도에 가까워질수록 엔트로피가 0에 가까워진다.,완전한 결정을 절대 영도에 정확히 도달시키면 엔트로피를 0으로 만들 수 있다.,,,-,"사디 카르노는 열기관의 최대 효율이 두 열원의 절대 온도에 의해 정해진다는 사실을 밝혔어요. 이 한계는 설계나 기술의 문제가 아니라 자연의 원리라서, 열을 100퍼센트 일로 전환하는 제2종 영구 기관은 만들 수 없죠. 열역학 제3법칙도 마찬가지예요. 엔트로피는 절대 영도에 가까워질수록 0에 다가갈 뿐, 그 온도에 정확히 도달하는 것은 불가능하답니다."
,,,7,중-상,순서배열,다음 문장은 빅뱅 직후의 우주에서 별과 은하가 생겨난 과정입니다. 원인과 결과가 자연스럽게 이어지도록 문장을 배열하세요.,나-라-가-다,,밀도가 높아진 영역에서 별과 은하가 생성된다.,물질이 거의 균일하게 퍼진 상태로 우주가 시작된다.,별이 빛나면서 주변 공간으로 에너지가 퍼져 나간다.,중력이 물질 분포의 작은 밀도 차이를 증폭시킨다.,,,-,"빅뱅 직후의 우주는 놀랍도록 낮은 엔트로피 상태였어요. 중력이 작은 밀도 차이를 증폭시키면서 별과 은하가 만들어졌죠. 별들이 빛나며 주변 공간으로 에너지가 퍼진 결과, 우주 전체의 엔트로피는 138억 년 동안 꾸준히 증가해 왔어요."
화학,4-4) 열과 엔트로피,C. 화학 반응과 에너지,1,하,인라인,다음은 일상에서 볼 수 있는 두 가지 변화입니다. 빈칸에 들어갈 말을 고르세요.,2,3,흡열 반응/발열 반응/가역 반응,산화 반응/발열 반응/흡열 반응,,,,,"가스레인지 위에서 메테인이 연소하면 주변 공기의 온도가 올라가는데, 이러한 반응을 [1](이)라고 한다. 반대로 냉찜질용 냉팩 속 물질이 녹을 때는 주변의 온도가 내려가며, 이를 [2](이)라고 한다.",주변으로 열을 내놓아 주위가 따뜻해지는 반응이 발열 반응이에요. 반대로 주변의 열을 빨아들여 주위가 차가워지는 반응이 흡열 반응이죠. 모닥불의 온기와 냉찜질의 시원함이 각각 좋은 예예요.
,,,2,하,OX,메테인이 완전 연소할 때 생성되는 물이 액체인지 수증기인지에 따라 반응열 값이 달라진다.,O,,O,X,,,,,-,같은 반응이라도 생성물의 상태가 달라지면 주고받는 열의 양이 달라져요. 액체 물이 수증기로 바뀌는 데도 에너지가 필요하기 때문이죠. 그래서 반응식에는 물질의 상태와 측정 조건을 함께 적어 둔답니다.
,,,3,중,사지선다 (단수),화학 반응은 반응물의 결합이 끊어지고 생성물의 새 결합이 만들어지는 과정입니다. 이때 반응계에서 주변으로 열이 빠져나가는 경우는 무엇인가요?,4,,반응물과 생성물의 결합 에너지가 서로 같은 경우,반응물의 결합이 끊어질 때 에너지가 함께 방출되는 경우,결합을 끊는 데 쓰인 에너지가 새 결합에서 방출된 에너지보다 큰 경우,새 결합에서 방출된 에너지가 결합을 끊는 데 쓰인 에너지보다 큰 경우,,,-,"결합을 끊는 데는 에너지가 들고, 새 결합이 생길 때는 에너지가 나와요. 나오는 쪽이 더 크면 남은 에너지가 열로 주변에 전달되죠. 화학 반응이 결합의 재배치라는 말은 바로 이 수지를 뜻해요."
,,,4,중-상,순서배열,다음 문장은 라이터로 불을 붙인 종이가 스스로 타들어 가는 과정을 나타냅니다. 원인과 결과가 자연스럽게 이어지도록 배열하세요.,나-라-가-다,,연소 반응에서 생성된 열에너지가 아직 불이 붙지 않은 주변 종이를 데운다.,라이터 불에서 열에너지를 얻은 반응물이 활성화 에너지 장벽을 넘는다.,주변 종이의 온도가 연소를 시작할 만큼 높아져 불이 스스로 이어진다.,종이를 이루는 물질이 산소와 반응하며 연소가 시작된다.,,,-,"종이가 저절로 타지 않는 것은 반응을 시작할 만큼 온도가 높지 않기 때문이에요. 라이터가 활성화 에너지 장벽을 넘겨 주면 연소가 시작되죠. 그 반응에서 나온 열이 옆 종이를 데워 다음 반응을 일으키기 때문에, 라이터를 치워도 불이 이어진답니다."
,,,5,상,직접 입력,빈칸에 들어갈 알맞은 말을 쓰세요.,반응 엔탈피,,,,,,,,메테인이 완전 연소할 때 방출되는 열의 양은 압력과 온도를 정해 둔 표준 상태에서 측정한다. 이처럼 일정한 압력에서 반응계가 주변과 주고받는 열의 양을 __ ___(이)라고 한다.,"이 값이 음수면 반응계에서 주변으로 열이 나가고, 양수면 주변의 열을 흡수해요. 메테인 1몰이 완전 연소하면 약 890킬로줄의 열이 방출된답니다. 그래서 값 앞에 붙은 부호만 봐도 발열인지 흡열인지 알 수 있어요."
,,,6,중,사지선다 (복수),화학 반응의 자발성에 대한 설명으로 옳은 것을 모두 고르세요.,1,3,1기압에서 물이 어는 변화는 영하의 온도에서 자발적으로 일어난다.,반응의 자발성은 물질마다 고정된 성질이어서 조건이 달라져도 변하지 않는다.,주변의 무질서도가 커지는 변화는 자발적으로 일어나기 쉽다.,반응의 자발성은 그 반응이 흡열인지 발열인지로 결정된다.,,,-,"자발성은 물질에 붙은 꼬리표가 아니라 조건에 따라 정해져요. 같은 물이라도 영하에서는 어는 쪽이, 영상에서는 녹는 쪽이 자발적이죠. 열의 출입만이 아니라 무질서도의 변화와 온도까지 함께 보아야 방향을 알 수 있어요."
,,,7,중-상,순서배열,다음 문장은 세포가 ATP를 이용해 필요한 반응을 진행하는 과정을 설명한 것입니다. 설명의 흐름에 맞게 배열하세요.,나-가-라-다,,효소가 자발적이지 않은 반응과 ATP 가수분해 반응을 공통된 중간 단계로 연결한다.,단백질과 DNA를 합성하는 과정은 그 자체만으로는 자발적으로 일어나지 않는다.,혼자서는 일어나지 않던 단백질 합성이 ATP 가수분해와 함께 진행된다.,서로 연결된 두 반응을 합친 전체 과정의 깁스 에너지 변화가 음수가 된다.,,,-,"세포 안에는 그 자체로는 일어나지 않는 반응이 많아요. 효소가 그런 반응을 ATP 가수분해와 이어 주면, 둘을 합친 전체 과정의 깁스 에너지가 낮아지면서 함께 진행되죠. 우리가 끊임없이 음식을 먹어야 하는 화학적 이유랍니다."
화학,4-5) 화학 반응의 법칙,A. 반응 속도,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
화학,4-5) 화학 반응의 법칙,B. 반응 메커니즘,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
화학,4-5) 화학 반응의 법칙,C. 촉매,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
화학,4-6) 반응의 방향성,A. 화학 반응의 자발성,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
화학,4-6) 반응의 방향성,B. 평형의 개념,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
화학,4-6) 반응의 방향성,C. 평형 상수,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
화학,4-7) 산·염기와 산화·환원,A. 산-염기 반응,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
화학,4-7) 산·염기와 산화·환원,B. 산화-환원 반응,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
